ENERGY;Dx;Dy;Dz;Pcis
 -205.783731995  ;  1.1410  ;  0.0449   ;  1.0571  ;1
 -205.768488908  ;  1.1850  ;  0.0469   ;  1.0611  ;1
 -205.749965164  ;  1.2164  ;  0.0483   ;  1.0344  ;1
 -205.730842963  ;  1.2358  ;  0.0492   ;  0.9793  ;1
 -205.712471435  ;  1.2448  ;  0.0497   ;  0.9008  ;1
 -205.695458398  ;  1.2462  ;  0.0497   ;  0.8055  ;1
 -205.680016007  ;  1.2428  ;  0.0495   ;  0.7007  ;1
 -205.666156695  ;  1.2371  ;  0.0490   ;  0.5930  ;1
 -205.653796423  ;  1.2311  ;  0.0484   ;  0.4878  ;1
 -205.642807523  ;  1.2261  ;  0.0478   ;  0.3886  ;1
 -205.633047805  ;  1.2227  ;  0.0471   ;  0.2975  ;1
 -205.624377745  ;  1.2212  ;  0.0465   ;  0.2155  ;1
 -205.616670319  ;  1.2215  ;  0.0459   ;  0.1425  ;1
 -205.609814422  ;  1.2235  ;  0.0453   ;  0.0784  ;1
 -205.603714411  ;  1.2270  ;  0.0447   ;  0.0223  ;1
 -205.343241527  ;  0.8405  ;  0.0596   ;  0.6350  ;1
 -205.610662731  ;  0.9012  ;  0.0648   ;  0.7527  ;1
 -205.731462297  ;  0.9670  ;  0.0703   ;  0.8550  ;1
 -205.779326970  ;  1.0339  ;  0.0759   ;  0.9393  ;1
 -205.790528727  ;  1.0970  ;  0.0812   ;  1.0012  ;1
 -205.783648876  ;  1.1518  ;  0.0859   ;  1.0362  ;1
 -205.768368825  ;  1.1956  ;  0.0897   ;  1.0414  ;1
 -205.749793762  ;  1.2269  ;  0.0925   ;  1.0162  ;1
 -205.730611741  ;  1.2462  ;  0.0943   ;  0.9626  ;1
 -205.712176988  ;  1.2552  ;  0.0952   ;  0.8856  ;1
 -205.695101785  ;  1.2565  ;  0.0953   ;  0.7915  ;1
 -205.679601818  ;  1.2529  ;  0.0949   ;  0.6876  ;1
 -205.665691884  ;  1.2469  ;  0.0940   ;  0.5805  ;1
 -205.653289177  ;  1.2405  ;  0.0929   ;  0.4756  ;1
 -205.642266354  ;  1.2350  ;  0.0917   ;  0.3764  ;1
 -205.632480816  ;  1.2311  ;  0.0904   ;  0.2852  ;1
 -205.623792194  ;  1.2291  ;  0.0892   ;  0.2030  ;1
 -205.616072424  ;  1.2290  ;  0.0880   ;  0.1298  ;1
 -205.609209318  ;  1.2305  ;  0.0869   ;  0.0654  ;1
 -205.603106221  ;  1.2337  ;  0.0858   ;  0.0091  ;1
 -205.342387128  ;  0.8521  ;  0.0888   ;  0.6097  ;1
 -205.610246388  ;  0.9124  ;  0.0966   ;  0.7278  ;1
 -205.731248501  ;  0.9777  ;  0.1049   ;  0.8306  ;1
 -205.779198367  ;  1.0441  ;  0.1133   ;  0.9155  ;1
 -205.790421816  ;  1.1068  ;  0.1212   ;  0.9782  ;1
 -205.783526531  ;  1.1613  ;  0.1282   ;  1.0143  ;1
 -205.768207913  ;  1.2049  ;  0.1339   ;  1.0208  ;1
 -205.749579459  ;  1.2362  ;  0.1382   ;  0.9970  ;1
 -205.730335278  ;  1.2555  ;  0.1410   ;  0.9451  ;1
 -205.711834822  ;  1.2646  ;  0.1424   ;  0.8696  ;1
 -205.694694953  ;  1.2659  ;  0.1427   ;  0.7769  ;1
 -205.679135015  ;  1.2622  ;  0.1420   ;  0.6741  ;1
 -205.665172268  ;  1.2560  ;  0.1408   ;  0.5676  ;1
 -205.652725212  ;  1.2493  ;  0.1392   ;  0.4630  ;1
 -205.641666862  ;  1.2434  ;  0.1374   ;  0.3640  ;1
 -205.631854235  ;  1.2391  ;  0.1355   ;  0.2728  ;1
 -205.623146082  ;  1.2367  ;  0.1336   ;  0.1904  ;1
 -205.615413258  ;  1.2362  ;  0.1318   ;  0.1170  ;1
 -205.608542429  ;  1.2374  ;  0.1301   ;  0.0523  ;1
 -205.602435926  ;  1.2402  ;  0.1285   ; -0.0042  ;1
 -205.341480116  ;  0.8626  ;  0.1184   ;  0.5838  ;1
 -205.609785405  ;  0.9224  ;  0.1289   ;  0.7022  ;1
 -205.730994620  ;  0.9871  ;  0.1401   ;  0.8054  ;1
 -205.779031861  ;  1.0530  ;  0.1514   ;  0.8909  ;1
 -205.790277538  ;  1.1152  ;  0.1621   ;  0.9544  ;1
 -205.783366232  ;  1.1695  ;  0.1715   ;  0.9915  ;1
 -205.768007633  ;  1.2129  ;  0.1793   ;  0.9993  ;1
 -205.749323732  ;  1.2441  ;  0.1851   ;  0.9772  ;1
 -205.730014842  ;  1.2636  ;  0.1889   ;  0.9270  ;1
 -205.711445752  ;  1.2728  ;  0.1909   ;  0.8531  ;1
 -205.694238039  ;  1.2742  ;  0.1914   ;  0.7619  ;1
 -205.678614870  ;  1.2705  ;  0.1907   ;  0.6601  ;1
 -205.664596139  ;  1.2642  ;  0.1891   ;  0.5545  ;1
 -205.652101785  ;  1.2573  ;  0.1870   ;  0.4503  ;1
 -205.641005245  ;  1.2511  ;  0.1846   ;  0.3515  ;1
 -205.631163199  ;  1.2465  ;  0.1821   ;  0.2602  ;1
 -205.622433536  ;  1.2438  ;  0.1796   ;  0.1777  ;1
 -205.614685996  ;  1.2429  ;  0.1772   ;  0.1041  ;1
 -205.607806064  ;  1.2439  ;  0.1749   ;  0.0392  ;1
 -205.601695006  ;  1.2465  ;  0.1728   ; -0.0176  ;1
 -205.340523250  ;  0.8719  ;  0.1485   ;  0.5572  ;1
 -205.609282105  ;  0.9311  ;  0.1618   ;  0.6759  ;1
 -205.730702387  ;  0.9953  ;  0.1759   ;  0.7796  ;1
 -205.778828836  ;  1.0606  ;  0.1901   ;  0.8657  ;1
 -205.790097162  ;  1.1224  ;  0.2035   ;  0.9300  ;1
 -205.783169408  ;  1.1763  ;  0.2154   ;  0.9682  ;1
 -205.767769902  ;  1.2195  ;  0.2252   ;  0.9774  ;1
 -205.749029364  ;  1.2507  ;  0.2326   ;  0.9568  ;1
 -205.729654448  ;  1.2703  ;  0.2376   ;  0.9084  ;1
 -205.711015389  ;  1.2797  ;  0.2402   ;  0.8363  ;1
 -205.693738573  ;  1.2813  ;  0.2409   ;  0.7466  ;1
 -205.678051079  ;  1.2776  ;  0.2401   ;  0.6461  ;1
 -205.663975526  ;  1.2712  ;  0.2382   ;  0.5412  ;1
 -205.651433341  ;  1.2642  ;  0.2356   ;  0.4376  ;1
 -205.640298395  ;  1.2578  ;  0.2326   ;  0.3389  ;1
 -205.630427038  ;  1.2529  ;  0.2295   ;  0.2477  ;1
 -205.621676279  ;  1.2498  ;  0.2263   ;  0.1650  ;1
 -205.613914711  ;  1.2487  ;  0.2233   ;  0.0913  ;1
 -205.607026581  ;  1.2494  ;  0.2204   ;  0.0262  ;1
 -205.600912038  ;  1.2518  ;  0.2177   ; -0.0308  ;1
 -205.339493220  ;  0.8801  ;  0.1790   ;  0.5301  ;1
 -205.608729117  ;  0.9387  ;  0.1950   ;  0.6491  ;1
 -205.730370558  ;  1.0022  ;  0.2120   ;  0.7532  ;1
 -205.778590141  ;  1.0669  ;  0.2291   ;  0.8399  ;1
 -205.789882053  ;  1.1282  ;  0.2454   ;  0.9050  ;1
 -205.782937336  ;  1.1817  ;  0.2598   ;  0.9443  ;1
 -205.767495758  ;  1.2247  ;  0.2716   ;  0.9550  ;1
 -205.748697183  ;  1.2559  ;  0.2807   ;  0.9361  ;1
 -205.729254823  ;  1.2757  ;  0.2868   ;  0.8895  ;1
 -205.710544483  ;  1.2853  ;  0.2901   ;  0.8192  ;1
 -205.693197431  ;  1.2870  ;  0.2911   ;  0.7312  ;1
 -205.677444730  ;  1.2834  ;  0.2902   ;  0.6319  ;1
 -205.663311793  ;  1.2770  ;  0.2880   ;  0.5280  ;1
 -205.650721570  ;  1.2698  ;  0.2849   ;  0.4249  ;1
 -205.639548371  ;  1.2631  ;  0.2813   ;  0.3265  ;1
 -205.629648205  ;  1.2579  ;  0.2775   ;  0.2353  ;1
 -205.620877195  ;  1.2546  ;  0.2738   ;  0.1525  ;1
 -205.613102736  ;  1.2532  ;  0.2701   ;  0.0786  ;1
 -205.606207808  ;  1.2537  ;  0.2666   ;  0.0134  ;1
 -205.600091343  ;  1.2560  ;  0.2634   ; -0.0438  ;1
 -205.338431040  ;  0.8872  ;  0.2097   ;  0.5026  ;1
 -205.608141759  ;  0.9451  ;  0.2285   ;  0.6219  ;1
 -205.730004594  ;  1.0079  ;  0.2484   ;  0.7264  ;1
 -205.778317871  ;  1.0720  ;  0.2685   ;  0.8137  ;1
 -205.789633658  ;  1.1326  ;  0.2875   ;  0.8797  ;1
 -205.782671845  ;  1.1857  ;  0.3044   ;  0.9202  ;1
 -205.767187744  ;  1.2285  ;  0.3184   ;  0.9322  ;1
 -205.748330486  ;  1.2597  ;  0.3290   ;  0.9151  ;1
 -205.728819933  ;  1.2796  ;  0.3363   ;  0.8704  ;1
 -205.710037519  ;  1.2894  ;  0.3404   ;  0.8020  ;1
 -205.692619481  ;  1.2913  ;  0.3417   ;  0.7156  ;1
 -205.676800931  ;  1.2878  ;  0.3408   ;  0.6177  ;1
 -205.662610150  ;  1.2814  ;  0.3383   ;  0.5148  ;1
 -205.649971671  ;  1.2740  ;  0.3347   ;  0.4123  ;1
 -205.638760284  ;  1.2672  ;  0.3305   ;  0.3142  ;1
 -205.628831657  ;  1.2618  ;  0.3261   ;  0.2231  ;1
 -205.620041026  ;  1.2582  ;  0.3217   ;  0.1403  ;1
 -205.612254574  ;  1.2566  ;  0.3174   ;  0.0662  ;1
 -205.605353967  ;  1.2569  ;  0.3133   ;  0.0008  ;1
 -205.599236857  ;  1.2589  ;  0.3094   ; -0.0565  ;1
 -205.337293262  ;  0.8933  ;  0.2406   ;  0.4748  ;1
 -205.607505681  ;  0.9504  ;  0.2621   ;  0.5944  ;1
 -205.729601285  ;  1.0123  ;  0.2849   ;  0.6993  ;1
 -205.778012633  ;  1.0757  ;  0.3079   ;  0.7872  ;1
 -205.789353362  ;  1.1357  ;  0.3298   ;  0.8540  ;1
 -205.782373931  ;  1.1883  ;  0.3492   ;  0.8956  ;1
 -205.766846087  ;  1.2308  ;  0.3653   ;  0.9092  ;1
 -205.747928656  ;  1.2620  ;  0.3777   ;  0.8938  ;1
 -205.728348349  ;  1.2820  ;  0.3863   ;  0.8510  ;1
 -205.709492332  ;  1.2921  ;  0.3911   ;  0.7846  ;1
 -205.692001859  ;  1.2942  ;  0.3928   ;  0.7000  ;1
 -205.676116174  ;  1.2908  ;  0.3919   ;  0.6035  ;1
 -205.661866490  ;  1.2844  ;  0.3891   ;  0.5016  ;1
 -205.649178976  ;  1.2769  ;  0.3851   ;  0.3997  ;1
 -205.637928959  ;  1.2699  ;  0.3804   ;  0.3019  ;1
 -205.627971775  ;  1.2643  ;  0.3753   ;  0.2109  ;1
 -205.619161735  ;  1.2604  ;  0.3702   ;  0.1281  ;1
 -205.611363808  ;  1.2586  ;  0.3652   ;  0.0539  ;1
 -205.604458306  ;  1.2588  ;  0.3605   ; -0.0117  ;1
 -205.598341537  ;  1.2607  ;  0.3561   ; -0.0691  ;1
 -205.336141387  ;  0.8982  ;  0.2717   ;  0.4466  ;1
 -205.606844284  ;  0.9545  ;  0.2960   ;  0.5665  ;1
 -205.729168910  ;  1.0156  ;  0.3217   ;  0.6718  ;1
 -205.777677268  ;  1.0780  ;  0.3476   ;  0.7603  ;1
 -205.789042717  ;  1.1373  ;  0.3722   ;  0.8280  ;1
 -205.782045679  ;  1.1894  ;  0.3941   ;  0.8709  ;1
 -205.766474145  ;  1.2317  ;  0.4124   ;  0.8859  ;1
 -205.747496616  ;  1.2628  ;  0.4265   ;  0.8723  ;1
 -205.727846663  ;  1.2829  ;  0.4363   ;  0.8316  ;1
 -205.708917203  ;  1.2932  ;  0.4420   ;  0.7672  ;1
 -205.691354533  ;  1.2955  ;  0.4440   ;  0.6844  ;1
 -205.675402063  ;  1.2923  ;  0.4432   ;  0.5894  ;1
 -205.661094000  ;  1.2859  ;  0.4402   ;  0.4885  ;1
 -205.648358204  ;  1.2784  ;  0.4357   ;  0.3873  ;1
 -205.637070572  ;  1.2712  ;  0.4304   ;  0.2899  ;1
 -205.627086098  ;  1.2653  ;  0.4246   ;  0.1990  ;1
 -205.618258146  ;  1.2612  ;  0.4189   ;  0.1162  ;1
 -205.610450435  ;  1.2592  ;  0.4132   ;  0.0420  ;1
 -205.603541912  ;  1.2592  ;  0.4078   ; -0.0237  ;1
 -205.597427501  ;  1.2610  ;  0.4028   ; -0.0813  ;1
 -205.334918838  ;  0.9021  ;  0.3028   ;  0.4183  ;1
 -205.606138203  ;  0.9574  ;  0.3298   ;  0.5385  ;1
 -205.728702705  ;  1.0175  ;  0.3583   ;  0.6442  ;1
 -205.777312115  ;  1.0791  ;  0.3872   ;  0.7333  ;1
 -205.788703171  ;  1.1376  ;  0.4146   ;  0.8019  ;1
 -205.781687991  ;  1.1892  ;  0.4390   ;  0.8459  ;1
 -205.766071620  ;  1.2310  ;  0.4595   ;  0.8624  ;1
 -205.747032604  ;  1.2621  ;  0.4754   ;  0.8507  ;1
 -205.727311554  ;  1.2823  ;  0.4865   ;  0.8120  ;1
 -205.708307190  ;  1.2928  ;  0.4931   ;  0.7496  ;1
 -205.690670886  ;  1.2954  ;  0.4956   ;  0.6687  ;1
 -205.674650278  ;  1.2923  ;  0.4949   ;  0.5752  ;1
 -205.660282652  ;  1.2860  ;  0.4916   ;  0.4755  ;1
 -205.647497665  ;  1.2784  ;  0.4867   ;  0.3750  ;1
 -205.636171826  ;  1.2710  ;  0.4808   ;  0.2780  ;1
 -205.626159800  ;  1.2649  ;  0.4745   ;  0.1873  ;1
 -205.617313976  ;  1.2607  ;  0.4680   ;  0.1045  ;1
 -205.609496802  ;  1.2584  ;  0.4617   ;  0.0301  ;1
 -205.602585828  ;  1.2583  ;  0.4557   ; -0.0357  ;1
 -205.596474572  ;  1.2600  ;  0.4501   ; -0.0934  ;1
 -205.333682078  ;  0.9048  ;  0.3340   ;  0.3898  ;1
 -205.605409141  ;  0.9591  ;  0.3637   ;  0.5102  ;1
 -205.728210380  ;  1.0182  ;  0.3951   ;  0.6163  ;1
 -205.776919870  ;  1.0788  ;  0.4268   ;  0.7060  ;1
 -205.788336333  ;  1.1366  ;  0.4569   ;  0.7755  ;1
 -205.781303081  ;  1.1874  ;  0.4839   ;  0.8207  ;1
 -205.765642064  ;  1.2290  ;  0.5065   ;  0.8388  ;1
 -205.746541850  ;  1.2599  ;  0.5242   ;  0.8289  ;1
 -205.726750054  ;  1.2802  ;  0.5366   ;  0.7923  ;1
 -205.707671190  ;  1.2909  ;  0.5441   ;  0.7320  ;1
 -205.689961701  ;  1.2937  ;  0.5471   ;  0.6530  ;1
 -205.673873488  ;  1.2908  ;  0.5465   ;  0.5611  ;1
 -205.659446962  ;  1.2845  ;  0.5431   ;  0.4626  ;1
 -205.646613639  ;  1.2768  ;  0.5378   ;  0.3628  ;1
 -205.635250677  ;  1.2693  ;  0.5313   ;  0.2663  ;1
 -205.625212404  ;  1.2631  ;  0.5243   ;  0.1757  ;1
 -205.616350219  ;  1.2586  ;  0.5171   ;  0.0929  ;1
 -205.608525248  ;  1.2562  ;  0.5101   ;  0.0186  ;1
 -205.601613637  ;  1.2558  ;  0.5034   ; -0.0474  ;1
 -205.595507462  ;  1.2575  ;  0.4972   ; -0.1052  ;1
 -205.332403322  ;  0.9064  ;  0.3652   ;  0.3612  ;1
 -205.604648023  ;  0.9596  ;  0.3975   ;  0.4818  ;1
 -205.727690292  ;  1.0177  ;  0.4317   ;  0.5883  ;1
 -205.776501484  ;  1.0773  ;  0.4662   ;  0.6786  ;1
 -205.787943771  ;  1.1341  ;  0.4991   ;  0.7490  ;1
 -205.780892261  ;  1.1843  ;  0.5286   ;  0.7954  ;1
 -205.765186178  ;  1.2254  ;  0.5534   ;  0.8150  ;1
 -205.746024261  ;  1.2561  ;  0.5729   ;  0.8070  ;1
 -205.726161189  ;  1.2765  ;  0.5867   ;  0.7725  ;1
 -205.707007257  ;  1.2874  ;  0.5951   ;  0.7144  ;1
 -205.689223994  ;  1.2904  ;  0.5987   ;  0.6373  ;1
 -205.673067589  ;  1.2877  ;  0.5983   ;  0.5471  ;1
 -205.658581665  ;  1.2815  ;  0.5947   ;  0.4498  ;1
 -205.645699680  ;  1.2738  ;  0.5890   ;  0.3509  ;1
 -205.634299500  ;  1.2662  ;  0.5820   ;  0.2548  ;1
 -205.624235130  ;  1.2597  ;  0.5744   ;  0.1645  ;1
 -205.615356988  ;  1.2550  ;  0.5665   ;  0.0817  ;1
 -205.607524840  ;  1.2524  ;  0.5588   ;  0.0073  ;1
 -205.600613398  ;  1.2520  ;  0.5515   ; -0.0587  ;1
 -205.594513264  ;  1.2536  ;  0.5446   ; -0.1165  ;1
 -205.331025027  ;  0.9070  ;  0.3963   ;  0.3325  ;1
 -205.603836281  ;  0.9590  ;  0.4312   ;  0.4533  ;1
 -205.727138434  ;  1.0158  ;  0.4681   ;  0.5602  ;1
 -205.776057756  ;  1.0743  ;  0.5055   ;  0.6511  ;1
 -205.787527171  ;  1.1302  ;  0.5412   ;  0.7223  ;1
 -205.780456725  ;  1.1797  ;  0.5732   ;  0.7699  ;1
 -205.764704309  ;  1.2203  ;  0.6002   ;  0.7911  ;1
 -205.745479405  ;  1.2508  ;  0.6214   ;  0.7850  ;1
 -205.725543946  ;  1.2712  ;  0.6367   ;  0.7526  ;1
 -205.706314034  ;  1.2823  ;  0.6461   ;  0.6966  ;1
 -205.688456266  ;  1.2856  ;  0.6503   ;  0.6216  ;1
 -205.672231108  ;  1.2831  ;  0.6501   ;  0.5331  ;1
 -205.657685431  ;  1.2770  ;  0.6464   ;  0.4370  ;1
 -205.644754691  ;  1.2692  ;  0.6404   ;  0.3390  ;1
 -205.633317486  ;  1.2615  ;  0.6328   ;  0.2434  ;1
 -205.623227504  ;  1.2549  ;  0.6245   ;  0.1533  ;1
 -205.614334168  ;  1.2500  ;  0.6160   ;  0.0706  ;1
 -205.606495840  ;  1.2473  ;  0.6076   ; -0.0039  ;1
 -205.599585732  ;  1.2467  ;  0.5996   ; -0.0699  ;1
 -205.593492948  ;  1.2482  ;  0.5921   ; -0.1279  ;1
 -205.329710111  ;  0.9064  ;  0.4274   ;  0.3037  ;1
 -205.603032441  ;  0.9571  ;  0.4648   ;  0.4247  ;1
 -205.726573057  ;  1.0128  ;  0.5045   ;  0.5320  ;1
 -205.775593195  ;  1.0701  ;  0.5446   ;  0.6235  ;1
 -205.787088145  ;  1.1249  ;  0.5829   ;  0.6956  ;1
 -205.779999494  ;  1.1736  ;  0.6174   ;  0.7443  ;1
 -205.764202301  ;  1.2137  ;  0.6465   ;  0.7671  ;1
 -205.744916195  ;  1.2440  ;  0.6696   ;  0.7629  ;1
 -205.724910096  ;  1.2644  ;  0.6863   ;  0.7326  ;1
 -205.705605822  ;  1.2757  ;  0.6968   ;  0.6789  ;1
 -205.687674980  ;  1.2792  ;  0.7016   ;  0.6060  ;1
 -205.671382341  ;  1.2769  ;  0.7017   ;  0.5192  ;1
 -205.656778092  ;  1.2709  ;  0.6979   ;  0.4245  ;1
 -205.643799786  ;  1.2631  ;  0.6915   ;  0.3273  ;1
 -205.632326819  ;  1.2553  ;  0.6834   ;  0.2322  ;1
 -205.622212628  ;  1.2485  ;  0.6744   ;  0.1424  ;1
 -205.613305651  ;  1.2434  ;  0.6652   ;  0.0598  ;1
 -205.605462838  ;  1.2405  ;  0.6561   ; -0.0147  ;1
 -205.598555822  ;  1.2398  ;  0.6474   ; -0.0808  ;1
 -205.592472217  ;  1.2412  ;  0.6393   ; -0.1388  ;1
 -205.328349836  ;  0.9047  ;  0.4583   ;  0.2748  ;1
 -205.602198885  ;  0.9541  ;  0.4982   ;  0.3961  ;1
 -205.725984240  ;  1.0084  ;  0.5405   ;  0.5037  ;1
 -205.775107437  ;  1.0645  ;  0.5834   ;  0.5958  ;1
 -205.786628428  ;  1.1182  ;  0.6244   ;  0.6687  ;1
 -205.779521416  ;  1.1660  ;  0.6613   ;  0.7187  ;1
 -205.763679100  ;  1.2056  ;  0.6926   ;  0.7431  ;1
 -205.744331437  ;  1.2356  ;  0.7175   ;  0.7408  ;1
 -205.724254392  ;  1.2560  ;  0.7357   ;  0.7127  ;1
 -205.704875460  ;  1.2675  ;  0.7473   ;  0.6612  ;1
 -205.686871220  ;  1.2712  ;  0.7528   ;  0.5904  ;1
 -205.670510735  ;  1.2691  ;  0.7532   ;  0.5054  ;1
 -205.655847557  ;  1.2632  ;  0.7494   ;  0.4121  ;1
 -205.642821417  ;  1.2555  ;  0.7427   ;  0.3159  ;1
 -205.631312587  ;  1.2475  ;  0.7341   ;  0.2213  ;1
 -205.621174318  ;  1.2406  ;  0.7245   ;  0.1317  ;1
 -205.612254093  ;  1.2353  ;  0.7145   ;  0.0492  ;1
 -205.604407423  ;  1.2323  ;  0.7047   ; -0.0253  ;1
 -205.597504303  ;  1.2314  ;  0.6953   ; -0.0914  ;1
 -205.591430813  ;  1.2328  ;  0.6866   ; -0.1495  ;1
 -205.326921447  ;  0.9019  ;  0.4891   ;  0.2459  ;1
 -205.601329756  ;  0.9499  ;  0.5314   ;  0.3674  ;1
 -205.725371810  ;  1.0028  ;  0.5763   ;  0.4754  ;1
 -205.774601916  ;  1.0576  ;  0.6218   ;  0.5680  ;1
 -205.786149737  ;  1.1102  ;  0.6654   ;  0.6418  ;1
 -205.779024120  ;  1.1571  ;  0.7048   ;  0.6930  ;1
 -205.763136318  ;  1.1960  ;  0.7383   ;  0.7189  ;1
 -205.743726929  ;  1.2257  ;  0.7650   ;  0.7186  ;1
 -205.723579022  ;  1.2461  ;  0.7846   ;  0.6927  ;1
 -205.704125712  ;  1.2577  ;  0.7974   ;  0.6435  ;1
 -205.686048463  ;  1.2617  ;  0.8036   ;  0.5748  ;1
 -205.669620568  ;  1.2598  ;  0.8043   ;  0.4917  ;1
 -205.654898927  ;  1.2540  ;  0.8006   ;  0.3998  ;1
 -205.641825469  ;  1.2463  ;  0.7935   ;  0.3046  ;1
 -205.630281413  ;  1.2383  ;  0.7844   ;  0.2106  ;1
 -205.620119873  ;  1.2312  ;  0.7742   ;  0.1213  ;1
 -205.611187400  ;  1.2258  ;  0.7635   ;  0.0389  ;1
 -205.603338058  ;  1.2226  ;  0.7529   ; -0.0356  ;1
 -205.596440152  ;  1.2216  ;  0.7429   ; -0.1017  ;1
 -205.590378178  ;  1.2229  ;  0.7335   ; -0.1598  ;1
 -205.325543649  ;  0.8979  ;  0.5196   ;  0.2170  ;1
 -205.600467115  ;  0.9445  ;  0.5644   ;  0.3387  ;1
 -205.724749022  ;  0.9960  ;  0.6118   ;  0.4470  ;1
 -205.774080335  ;  1.0494  ;  0.6599   ;  0.5402  ;1
 -205.785653890  ;  1.1007  ;  0.7060   ;  0.6149  ;1
 -205.778510374  ;  1.1467  ;  0.7478   ;  0.6673  ;1
 -205.762578427  ;  1.1849  ;  0.7834   ;  0.6948  ;1
 -205.743108792  ;  1.2143  ;  0.8120   ;  0.6964  ;1
 -205.722891395  ;  1.2346  ;  0.8332   ;  0.6726  ;1
 -205.703364845  ;  1.2463  ;  0.8470   ;  0.6258  ;1
 -205.685215433  ;  1.2506  ;  0.8541   ;  0.5593  ;1
 -205.668720706  ;  1.2489  ;  0.8552   ;  0.4782  ;1
 -205.653940965  ;  1.2433  ;  0.8515   ;  0.3878  ;1
 -205.640820416  ;  1.2356  ;  0.8442   ;  0.2935  ;1
 -205.629241355  ;  1.2275  ;  0.8346   ;  0.2002  ;1
 -205.619056858  ;  1.2203  ;  0.8237   ;  0.1113  ;1
 -205.610112618  ;  1.2148  ;  0.8123   ;  0.0289  ;1
 -205.602261273  ;  1.2114  ;  0.8011   ; -0.0455  ;1
 -205.595369421  ;  1.2103  ;  0.7903   ; -0.1117  ;1
 -205.589319897  ;  1.2116  ;  0.7803   ; -0.1698  ;1
 -205.324153060  ;  0.8928  ;  0.5499   ;  0.1882  ;1
 -205.599590618  ;  0.9379  ;  0.5969   ;  0.3100  ;1
 -205.724111551  ;  0.9879  ;  0.6468   ;  0.4187  ;1
 -205.773543559  ;  1.0398  ;  0.6975   ;  0.5125  ;1
 -205.785142611  ;  1.0899  ;  0.7462   ;  0.5879  ;1
 -205.777981231  ;  1.1348  ;  0.7903   ;  0.6415  ;1
 -205.762005395  ;  1.1723  ;  0.8280   ;  0.6705  ;1
 -205.742475921  ;  1.2013  ;  0.8585   ;  0.6741  ;1
 -205.722189479  ;  1.2215  ;  0.8812   ;  0.6525  ;1
 -205.702590060  ;  1.2334  ;  0.8963   ;  0.6080  ;1
 -205.684368699  ;  1.2379  ;  0.9042   ;  0.5438  ;1
 -205.667807162  ;  1.2365  ;  0.9057   ;  0.4646  ;1
 -205.652969194  ;  1.2311  ;  0.9021   ;  0.3758  ;1
 -205.639801348  ;  1.2235  ;  0.8946   ;  0.2826  ;1
 -205.628187074  ;  1.2154  ;  0.8846   ;  0.1899  ;1
 -205.617979511  ;  1.2080  ;  0.8730   ;  0.1013  ;1
 -205.609023561  ;  1.2024  ;  0.8610   ;  0.0191  ;1
 -205.601170463  ;  1.1988  ;  0.8490   ; -0.0554  ;1
 -205.594285122  ;  1.1977  ;  0.8375   ; -0.1216  ;1
 -205.588248639  ;  1.1988  ;  0.8269   ; -0.1797  ;1
 -205.322692514  ;  0.8867  ;  0.5797   ;  0.1595  ;1
 -205.598681470  ;  0.9302  ;  0.6290   ;  0.2814  ;1
 -205.723455303  ;  0.9785  ;  0.6814   ;  0.3904  ;1
 -205.772992453  ;  1.0289  ;  0.7346   ;  0.4847  ;1
 -205.784617753  ;  1.0777  ;  0.7857   ;  0.5610  ;1
 -205.777438074  ;  1.1215  ;  0.8322   ;  0.6157  ;1
 -205.761417689  ;  1.1583  ;  0.8721   ;  0.6463  ;1
 -205.741827838  ;  1.1868  ;  0.9044   ;  0.6517  ;1
 -205.721471992  ;  1.2069  ;  0.9287   ;  0.6324  ;1
 -205.701799442  ;  1.2189  ;  0.9450   ;  0.5902  ;1
 -205.683505873  ;  1.2237  ;  0.9538   ;  0.5284  ;1
 -205.666877201  ;  1.2225  ;  0.9559   ;  0.4512  ;1
 -205.651980641  ;  1.2173  ;  0.9525   ;  0.3639  ;1
 -205.638765139  ;  1.2098  ;  0.9448   ;  0.2718  ;1
 -205.627115365  ;  1.2017  ;  0.9344   ;  0.1798  ;1
 -205.616884596  ;  1.1943  ;  0.9222   ;  0.0916  ;1
 -205.607916997  ;  1.1885  ;  0.9095   ;  0.0095  ;1
 -205.600062433  ;  1.1848  ;  0.8968   ; -0.0649  ;1
 -205.593184128  ;  1.1835  ;  0.8846   ; -0.1312  ;1
 -205.587161388  ;  1.1846  ;  0.8733   ; -0.1893  ;1
 -205.321322110  ;  0.8793  ;  0.6093   ;  0.1307  ;1
 -205.597797393  ;  0.9212  ;  0.6608   ;  0.2529  ;1
 -205.722798384  ;  0.9679  ;  0.7155   ;  0.3621  ;1
 -205.772431533  ;  1.0168  ;  0.7711   ;  0.4569  ;1
 -205.784081092  ;  1.0641  ;  0.8247   ;  0.5340  ;1
 -205.776884139  ;  1.1068  ;  0.8735   ;  0.5899  ;1
 -205.760821429  ;  1.1428  ;  0.9154   ;  0.6221  ;1
 -205.741173784  ;  1.1708  ;  0.9496   ;  0.6294  ;1
 -205.720751054  ;  1.1908  ;  0.9755   ;  0.6124  ;1
 -205.701007604  ;  1.2029  ;  0.9931   ;  0.5726  ;1
 -205.682643659  ;  1.2079  ;  1.0029   ;  0.5131  ;1
 -205.665949248  ;  1.2070  ;  1.0056   ;  0.4380  ;1
 -205.650995075  ;  1.2020  ;  1.0023   ;  0.3523  ;1
